Energy Burden (% income),Avg. Annual Energy Cost ($),Total Households,Household Income,Black/ African American (% pop.),American Indian/ Native Alaskan (% pop.),Asian (% pop.),Native Hawaiian/ Other Pacific Islander (% pop.),White Hispanic or Latino (% pop.),White Non-Hispanic or Latino (% pop.),Two or More Races (% pop.),Other Races (% pop.),Less Than High School (% pop.),High School (% pop.),Associates or Some College (% pop.),Bachelors or Higher (% pop.)
1,2984,1900,210856,0,1,5,0,5,88,1,0,1,11,22,67
2,2968,1890,193903,3,0,15,0,6,72,4,1,4,4,18,73
2,2084,1911,99271,5,0,3,0,14,52,22,3,9,15,30,46
2,2291,1755,135205,1,3,4,0,8,78,5,2,2,13,33,51
2,1925,2136,110178,1,2,3,0,24,59,2,9,13,18,35,34
1,2023,443,147899,0,0,9,0,38,28,7,17,21,7,23,49
2,2372,1393,131326,3,0,2,0,10,69,7,10,10,10,43,36
1,1172,3047,93869,23,0,4,0,13,36,2,23,7,12,17,64
1,1611,1647,107499,1,0,16,0,4,68,7,4,1,13,46,39
2,2220,1818,96432,6,0,2,0,14,64,7,7,11,25,34,31
3,2129,2069,83637,6,2,11,0,10,63,6,2,6,25,44,25
3,2125,1574,80684,2,1,2,0,14,68,5,9,7,41,30,21
3,2240,1489,84558,3,2,9,0,22,54,7,1,7,33,43,17
2,1684,1582,79216,11,2,12,2,22,39,9,3,11,29,41,18
2,2530,1848,167233,1,0,4,0,15,75,4,0,2,11,30,57
2,2772,1903,176060,1,0,4,0,8,81,5,1,2,11,22,65
1,2876,1536,192848,1,1,3,0,8,77,9,1,2,6,19,73
1,3089,1899,233687,4,0,3,0,7,83,3,0,1,2,16,81
1,2807,1746,199601,2,1,4,0,5,83,5,0,1,5,22,72
1,3098,2234,252966,2,1,17,0,10,68,3,0,1,4,15,80
1,3375,1584,270413,3,0,19,0,2,69,3,3,2,4,11,83
1,2703,2096,194923,2,0,3,0,6,82,6,2,1,6,22,71
2,1777,1701,75129,14,0,5,0,16,53,3,9,7,29,34,31
2,2147,2415,91173,9,3,13,1,9,51,3,12,20,15,33,33
2,1880,2041,79717,13,1,9,0,19,45,5,9,6,21,41,32
2,2391,2366,124667,5,0,14,0,11,60,7,1,3,11,34,53
2,2287,1785,119780,14,1,11,0,14,51,5,5,4,12,40,44
2,1473,2032,97563,12,0,14,0,13,43,6,12,4,15,31,50
2,1983,1684,103750,12,0,11,0,17,50,3,7,2,23,35,40
2,1992,1426,89557,8,2,8,0,21,45,10,6,8,33,36,23
2,2060,3748,107778,22,2,9,0,13,40,12,4,2,17,36,46
2,1937,3572,114340,8,0,13,0,7,60,3,10,1,24,29,46
2,2211,1877,137418,6,0,9,0,5,69,5,7,2,22,36,40
1,936,1298,97929,11,0,1,0,3,60,4,20,1,15,46,37
1,2021,2182,140444,4,0,0,0,19,47,1,29,3,27,13,56
2,2147,1114,116286,4,0,3,0,11,72,6,4,2,19,24,56
2,2187,2003,121311,15,0,5,1,6,58,13,3,2,8,25,65
2,1822,623,117469,0,0,0,0,34,51,0,15,0,8,35,57
2,2295,1216,141280,27,0,4,0,9,50,9,0,0,19,32,49
2,2143,2294,137476,9,0,5,0,7,66,12,1,0,5,31,63
2,1363,2264,79176,6,1,4,0,4,68,2,14,5,32,19,44
2,1993,1947,111619,6,0,6,0,20,59,7,2,0,14,43,42
2,2067,1532,134487,8,0,17,1,12,56,1,5,0,11,34,55
2,2100,1909,125484,5,0,3,0,18,71,1,3,1,19,30,50
1,2176,1143,145832,9,0,4,0,12,73,2,1,7,6,22,65
1,1610,1751,143874,0,0,8,0,3,86,3,1,1,35,37,27
2,2147,985,118262,10,0,25,0,14,47,5,0,0,12,10,78
2,1726,1734,95321,5,0,16,0,8,69,1,0,5,19,52,24
1,2051,965,171639,23,0,35,0,3,39,0,0,0,9,40,51
1,1990,2651,167344,15,1,4,0,4,71,5,0,4,12,25,59
2,1852,1633,101667,7,0,8,0,5,79,1,0,4,23,25,48
2,1951,2126,117932,2,0,13,0,11,72,1,1,4,21,29,46
1,2635,2821,223624,0,1,8,0,7,68,14,2,5,6,18,71
1,2832,1347,193888,1,0,1,0,6,86,3,3,0,14,16,70
1,3396,1127,257869,0,0,32,0,9,57,3,0,1,1,28,70
1,2994,1587,252014,0,0,18,0,2,72,4,4,1,11,31,57
1,3332,1230,278845,1,1,19,0,3,74,2,0,0,0,14,86
1,3477,737,233122,3,0,8,0,3,84,1,0,0,9,22,69
2,2087,2675,93040,8,1,1,0,23,52,1,13,10,26,38,26
2,2076,2497,92546,2,0,1,0,14,71,4,8,6,39,30,25
2,1927,1589,91744,12,0,11,0,22,50,4,1,12,25,32,31
2,2037,2725,119399,2,1,5,0,21,52,16,3,1,35,39,26
2,2140,2027,121654,6,0,3,0,16,73,1,1,1,14,44,41
2,2065,2896,110554,14,0,5,0,18,52,8,3,6,23,34,37
3,2069,2648,77647,21,1,3,0,20,42,4,10,6,32,44,18
2,2079,2541,101686,4,1,1,1,32,48,8,5,8,17,50,25
2,1983,1124,88162,0,0,2,0,57,36,1,4,15,32,32,21
2,2751,1103,176184,0,1,0,0,14,85,0,1,2,11,23,64
2,2162,1960,110327,9,1,1,0,19,64,4,1,3,41,37,20
2,2004,1592,124434,5,1,4,0,6,61,13,10,0,14,49,37
2,2218,1921,140374,3,0,0,0,12,82,0,3,1,9,37,53
2,2066,3795,117645,7,4,5,0,13,60,8,3,1,12,34,53
2,2376,2192,152693,11,0,1,0,4,78,2,3,2,16,41,41
2,2428,676,145581,5,0,2,0,5,89,0,0,2,21,58,18
2,2219,1544,147193,5,2,0,0,4,83,0,6,11,15,14,61
2,2008,1390,111435,5,0,0,0,1,91,3,0,7,15,36,42
3,2156,1948,80090,0,0,0,0,7,87,1,4,14,40,35,11
2,2102,2537,97138,1,0,1,0,3,90,6,0,3,20,56,21
2,1969,1217,80398,0,0,0,0,7,90,1,2,6,43,26,25
2,2169,1661,106550,1,1,1,0,8,84,3,2,18,22,33,26
2,2399,2095,134891,3,0,2,0,18,70,4,2,3,21,38,38
2,1758,1282,87781,8,0,1,0,20,65,4,0,4,22,42,32
2,2261,1340,125902,7,0,2,0,14,72,4,0,8,9,24,59
2,2143,2288,89426,12,0,5,1,6,72,2,2,4,20,35,40
2,2431,1995,142415,14,0,9,0,4,66,5,1,1,17,22,59
2,2113,934,95626,6,0,6,0,9,67,2,10,7,21,35,37
2,2248,1472,94649,14,0,5,0,11,59,6,4,6,14,44,36
2,2204,1266,114406,8,0,4,0,14,63,2,9,2,11,17,70
2,1899,1831,80608,18,0,0,0,19,45,16,1,5,18,42,34
3,1340,1018,46530,40,0,0,0,24,34,1,0,13,48,24,16
2,1973,1302,91978,18,0,13,0,3,40,22,4,5,22,52,22
3,1319,1284,52184,32,0,0,0,25,30,2,11,14,21,45,21
4,1628,1801,46183,17,0,5,0,45,19,6,8,35,24,25,16
3,1714,1044,52109,16,1,3,0,42,21,11,7,30,30,25,15
3,1676,1448,53482,20,0,0,0,40,13,8,19,33,35,23,9
4,1319,2276,35472,30,0,18,0,18,10,15,7,20,37,31,13
3,1630,1256,55512,19,0,3,0,31,20,8,19,30,21,33,16
4,1540,1498,42523,22,0,4,0,42,8,6,18,51,18,14,17
3,1290,454,36948,36,0,0,0,28,1,6,28,39,24,37,0
3,2039,1034,64301,4,1,0,0,48,16,5,25,44,27,17,12
4,1678,1501,47148,20,0,0,0,41,12,5,21,34,28,29,9
4,2162,2017,54861,4,0,0,4,47,15,17,13,33,33,30,4
4,1492,810,40497,14,0,0,0,53,19,11,4,28,28,28,16
4,1175,1242,32689,20,2,22,0,11,37,7,2,7,13,39,41
5,1231,760,23321,11,0,20,0,9,25,5,29,37,4,33,26
2,1674,1348,77897,13,1,16,0,12,53,2,4,3,11,43,43
3,1823,1713,71234,16,0,4,0,9,63,7,0,11,23,36,30
3,2054,1490,81926,10,2,0,0,13,67,6,2,6,14,40,39
2,1641,818,67187,20,0,3,0,24,43,4,5,15,21,27,37
3,1832,1285,64658,9,0,2,0,15,61,5,9,4,29,39,29
3,1406,1452,44054,28,0,1,0,32,12,1,26,30,16,35,18
3,1805,1707,61036,12,0,8,0,29,27,15,9,29,29,24,17
4,2038,973,52992,1,8,0,0,43,24,1,23,50,21,24,4
3,1743,943,58927,16,0,3,0,51,17,2,12,51,27,14,8
2,1206,1825,65348,21,0,8,0,10,53,2,7,14,30,28,27
2,1845,1300,120394,6,0,6,0,7,80,1,0,5,20,28,47
5,1846,1050,38274,42,0,1,0,23,10,1,23,25,25,37,13
2,1249,1332,71494,12,0,3,0,27,43,11,5,13,9,16,61
1,1084,690,129133,3,0,3,0,7,83,3,2,0,0,24,76
1,992,1566,147198,20,1,4,0,13,53,6,3,2,5,30,63
4,2251,949,52127,33,0,0,0,46,3,2,17,41,26,26,7
3,1291,1288,46787,23,0,2,0,24,32,8,10,24,15,29,32
2,1613,1681,107211,6,0,8,0,13,68,4,2,6,10,18,66
2,2134,1555,95101,0,3,0,0,8,82,5,2,5,32,48,15
2,2119,1367,101425,1,2,2,1,6,80,1,8,10,27,36,26
2,2096,1247,102298,0,0,0,0,36,62,1,1,17,18,22,43
2,1996,970,95663,6,0,1,0,18,74,0,1,10,29,37,25
2,1919,1446,80824,2,0,0,0,33,54,2,9,16,21,48,16
3,1898,983,73791,0,1,0,0,6,90,3,0,7,43,33,17
2,1981,2164,93953,0,1,0,0,3,89,4,4,10,34,35,21
2,2051,1456,107394,1,1,0,1,18,75,2,2,9,34,31,26
2,1978,977,87609,0,0,0,0,9,88,2,1,15,34,25,26
3,2029,1399,69783,5,0,0,1,17,75,1,2,21,39,20,20
3,2573,1888,74403,2,0,1,0,38,56,2,2,16,20,38,26
3,1984,1488,79149,3,1,1,0,15,73,5,2,20,31,34,15
2,2002,1404,89676,0,0,1,0,8,91,0,0,16,29,40,15
3,1970,1786,76372,0,0,0,0,7,86,4,3,14,44,26,15
2,2021,873,90187,4,0,0,0,13,81,2,1,13,34,33,20
2,2160,1251,100671,0,0,0,0,13,74,8,4,7,31,44,18
